Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,band_gap
12.666666666666666,67.5,26.649168666666668,702.6999999999999,12.0,2.6666666666666665,97.83333333333331,2.7916666666666665,2.0,2.6666666666666665,0.6666666666666666,,5.333333333333333,0.0,1.3333333333333333,2.6666666666666665,0.0,4.0,11.944166666666666,0.0,1.0583333333333333e-06,78.5,2.6851
27.33333333333333,65.0,63.40532666666666,701.7888888888889,11.77777777777778,3.555555555555556,113.55555555555556,2.6444444444444444,1.5555555555555556,2.2222222222222223,2.4444444444444446,0.0,6.222222222222222,0.0,1.1111111111111112,2.0,0.0,3.111111111111111,16.46,0.0,0.0,99.77777777777776,1.1456999999999995
51.75,61.0,122.174,645.8125,10.5,5.25,156.75,1.62,2.0,0.75,7.5,1.0,11.25,0.0,3.75,0.0,2.5,6.25,26.8975,0.0,0.0,152.75,0.0
29.0,79.0,64.12339683333333,699.0491666666668,14.0,3.8333333333333335,121.33333333333331,2.373333333333333,1.5833333333333333,2.4166666666666665,4.166666666666667,0.0,8.166666666666666,0.4166666666666667,1.0833333333333333,0.0,0.0,1.5,21.36356150793333,1.2849166666666667,0.0,127.91666666666669,1.2689
8.0,37.0,16.9612693,693.58,7.0,2.5,124.5,1.295,1.5,0.5,0.0,0.0,2.0,0.5,2.5,0.0,0.0,3.0,16.53666666665,0.0,0.0,227.0,0.0
31.2,78.0,74.66283999999999,714.5680000000001,13.8,3.4,92.6,2.9130000000000003,1.7,2.4,3.7,4.2,12.0,0.3,1.2,0.3,0.0,1.8,11.365,0.0,0.0,94.1,0.3681999999999998
45.22222222222222,64.11111111111111,109.87956888888888,679.6144444444444,11.444444444444445,4.666666666666667,146.11111111111111,2.097777777777777,1.8888888888888888,2.6666666666666665,6.888888888888889,0.6666666666666666,12.11111111111111,,1.3333333333333333,2.0,2.4444444444444446,5.888888888888889,29.852962962966664,0.5326666666666667,0.0,48.77777777777778,0.0
52.25,51.25,128.63524999999998,687.595,8.75,4.75,132.75,1.7950000000000002,1.25,0.0,7.5,7.0,15.75,0.25,0.0,0.0,0.0,0.25,20.369626436775,0.0,0.0,196.5,0.0
18.5,53.5,41.105675,655.39,9.0,3.25,128.75,2.1325,1.75,1.5,0.75,,4.0,0.25,1.5,1.75,0.0,3.5,33.3175,3.2185,0.0,211.5,0.7071000000000001
43.85714285714285,56.85714285714285,103.73591571428572,668.472857142857,10.428571428571429,4.857142857142857,157.57142857142858,1.9985714285714284,2.0,2.2857142857142856,6.142857142857143,0.0,10.428571428571429,0.0,1.1428571428571428,3.857142857142857,0.0,5.0,31.141428571428573,0.6244285714285714,0.0,119.71428571428572,0.0
36.0,48.5,84.696,694.1800000000001,9.0,4.5,160.0,1.735,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,44.6884375,1.101,0.0,149.5,2.2091000000000003
30.33333333333333,70.66666666666667,67.664,654.5300000000001,12.333333333333334,4.0,125.33333333333331,1.84,1.6666666666666667,0.6666666666666666,10.0,0.0,12.333333333333334,0.3333333333333333,3.333333333333333,0.0,0.0,3.6666666666666665,16.261666666666667,0.0,0.0,117.66666666666669,0.0
18.25,77.5,37.9036715,669.975,13.75,3.25,111.25,2.12,2.0,2.25,2.0,0.0,6.25,0.0,2.25,0.5,0.0,2.75,19.5076785714,1.21875,0.148848675,57.75,0.0
20.4,62.6,45.36844,668.48,10.8,3.2,113.6,2.5200000000000005,2.0,2.4,0.4,0.0,4.8,0.0,1.2,1.6,0.0,2.8,20.948,0.0,0.0,91.0,3.6257
16.0,57.285714285714285,37.38851428571429,688.7971428571428,10.285714285714286,2.571428571428572,97.42857142857144,2.5828571428571427,1.7142857142857142,2.2857142857142856,0.5714285714285714,2.0,6.571428571428571,0.2857142857142857,1.1428571428571428,0.8571428571428571,0.0,2.2857142857142856,12.236666666657143,0.0,0.0,105.0,3.9135
28.5,58.25,63.531228,680.6825,10.5,4.0,134.0,1.6975,2.0,0.75,7.75,0.0,10.5,0.0,3.75,2.25,0.0,6.0,19.701875,0.0,1.5875e-06,96.5,0.0
30.0,69.0,65.38,692.68,12.0,4.0,122.0,,2.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.96,0.0,0.0,194.0,0.0
30.0,63.5,72.28063465,708.12,11.5,3.75,131.25,1.6975,1.75,2.25,5.0,0.0,9.0,0.25,2.25,0.0,0.0,2.5,25.649999999975,0.232,0.0,189.5,2.6599
37.55555555555556,85.22222222222223,89.4805111111111,653.1777777777778,14.88888888888889,4.0,118.22222222222224,2.728888888888889,2.0,3.555555555555556,2.6666666666666665,4.666666666666667,12.88888888888889,0.0,1.7777777777777777,0.6666666666666666,0.0,2.4444444444444446,24.095,1.662,0.0,111.22222222222224,0.0
15.285714285714286,72.0,32.68739071428572,682.3142857142857,12.142857142857142,2.857142857142857,97.28571428571428,2.63,2.0,2.2857142857142856,2.142857142857143,0.0,6.428571428571429,0.0,1.1428571428571428,2.142857142857143,0.0,3.2857142857142856,9.697536945814289,0.0,0.0001329088669949,99.85714285714286,0.8357000000000001
63.5,55.5,157.98,705.5,9.5,5.5,155.0,1.955,2.0,2.0,5.5,2.0,11.5,0.0,1.0,4.5,5.0,10.5,22.186875,0.3995,0.0,38.0,0.0
,3.0,17.986666666666668,674.1266666666667,1.3333333333333333,2.6666666666666665,144.0,0.9866666666666668,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,23.6522222222,0.0,0.0,227.66666666666663,0.0
50.333333333333336,64.0,126.54520333333336,731.2366666666667,11.333333333333334,4.666666666666667,135.0,2.1733333333333333,2.0,2.333333333333333,3.6666666666666665,1.0,9.0,0.0,1.6666666666666667,3.0,3.6666666666666665,8.333333333333334,23.18569444443333,2.3003333333333336,0.0,136.33333333333334,0.0
59.0,72.0,142.20085633333335,732.2766666666666,12.333333333333334,5.333333333333333,140.0,2.033333333333333,1.6666666666666667,0.6666666666666666,10.0,4.666666666666667,17.0,0.3333333333333333,3.333333333333333,0.0,,3.6666666666666665,21.74,0.0,0.0,167.66666666666666,0.0
21.33333333333333,59.77777777777778,47.69301539555555,716.1211111111111,10.666666666666666,3.2222222222222223,112.55555555555556,2.468888888888889,1.1111111111111112,1.7777777777777777,3.333333333333333,0.0,6.222222222222222,0.2222222222222222,0.8888888888888888,0.0,0.0,1.1111111111111112,15.348518518511112,0.0,0.0,131.22222222222223,0.7313000000000001
59.5,42.0,145.7575,733.7325000000001,7.5,5.5,167.0,1.5575,2.0,0.5,5.0,7.0,14.5,0.0,1.0,0.0,0.0,1.0,40.451896551725,0.0,0.0,210.25,0.1811000000000002
29.0,62.71428571428572,64.64344385714286,728.0785714285714,11.0,4.0,129.42857142857142,1.7557142857142856,2.0,0.7142857142857143,8.285714285714286,0.0,11.0,0.0,3.571428571428572,1.7142857142857142,0.0,5.285714285714286,18.10964285714286,0.0,0.2212110785714285,101.14285714285714,0.0
45.5,79.75,,745.79,14.0,4.75,135.75,1.985,1.75,2.25,10.0,0.0,14.0,0.25,2.25,0.0,0.0,2.5,26.17854166665,0.232,0.0,148.25,0.1926000000000001
24.0,68.66666666666667,51.68833333333333,769.4533333333333,8.666666666666666,3.6666666666666665,128.33333333333334,1.5366666666666664,2.0,0.0,6.666666666666667,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,16.936666666666667,0.0,0.0,194.0,0.0
43.0,60.333333333333336,101.45877333333333,784.2733333333334,9.666666666666666,4.666666666666667,145.33333333333334,1.6166666666666665,2.0,0.6666666666666666,6.666666666666667,3.6666666666666665,13.0,0.0,3.333333333333333,0.0,1.0,4.333333333333333,22.8161111111,0.0,0.0,107.33333333333331,0.0
26.2,65.2,61.318380000000005,775.1800000000001,11.6,3.4,111.2,2.669,2.0,2.4,1.2,1.4,7.0,0.0,1.2,0.8,0.0,2.0,20.818,0.0,0.05953947,98.4,3.3607
42.66666666666666,59.66666666666666,100.64866666666668,763.6066666666667,9.666666666666666,4.666666666666667,145.33333333333334,1.6133333333333333,2.0,0.6666666666666666,6.666666666666667,3.333333333333333,12.666666666666666,0.0,3.333333333333333,0.0,1.3333333333333333,4.666666666666667,22.985,0.0,0.0,107.33333333333331,0.0
25.0,46.42857142857143,56.17082142857144,763.4685714285714,8.571428571428571,3.7142857142857135,137.21428571428572,1.9,1.7857142857142858,1.0714285714285714,2.142857142857143,0.0,5.0,0.2142857142857142,1.0714285714285714,0.0,0.0,1.2857142857142858,30.888125,2.298928571428572,0.0,213.92857142857144,0.4905000000000004
,62.25,170.6313025,720.215,9.75,5.75,149.5,1.735,2.0,0.0,7.5,10.25,19.75,0.0,0.0,0.0,0.25,0.25,24.937543103450004,0.0,0.0,180.0,0.0
11.333333333333334,77.66666666666667,23.65323533333333,731.5333333333333,10.666666666666666,2.6666666666666665,103.33333333333331,1.9833333333333332,2.0,2.0,0.0,0.0,4.0,0.0,2.0,,0.0,2.0,17.6768253968,1.0833333333333333,0.0,66.0,0.8590999999999998
23.454545454545453,68.63636363636364,50.443636363636365,776.4327272727271,8.363636363636363,3.636363636363636,128.9090909090909,1.5263636363636364,2.0,0.0,6.363636363636363,0.0,8.363636363636363,0.0,0.0,0.0,0.0,0.0,17.207272727272727,0.0,0.0,194.0,0.0
57.25,55.75,139.636728,719.215,9.75,5.25,144.5,1.7625,2.0,0.0,7.75,7.0,16.75,0.0,0.0,2.25,0.0,2.25,23.05129310345,0.0,1.5875e-06,180.0,0.0
53.0,57.0,130.1729,781.75,7.5,5.0,156.5,1.375,2.0,0.5,5.0,7.0,14.5,0.0,2.5,0.0,0.0,2.5,32.735,0.0,0.0,201.75,0.0
44.5,51.75,107.18239225,744.865,9.0,4.5,138.0,1.725,1.5,0.0,7.5,3.5,12.5,0.5,0.0,0.0,0.0,0.5,18.070833333325,0.0,0.0,210.5,0.0
52.0,90.0,127.6,722.66,16.0,5.0,138.0,2.1,,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,34.7633333333,0.464,0.0,152.0,0.5789
18.5,22.25,39.205,746.65,4.5,3.5,150.5,1.1975,1.75,0.25,2.5,0.0,4.5,0.25,1.25,0.0,0.0,1.5,27.747708333325,0.0,0.0,185.75,0.0
23.33333333333333,71.33333333333333,53.63905,786.0333333333333,12.0,3.1666666666666665,103.33333333333331,2.765,1.8333333333333333,2.6666666666666665,0.6666666666666666,1.8333333333333333,7.0,0.1666666666666666,1.3333333333333333,1.0,0.5,3.0,14.222222222216669,0.0,0.0,78.5,3.5028
37.0,50.0,85.94070599999999,,9.0,,155.0,1.66,2.0,1.5,0.0,1.5,,0.0,1.5,0.0,5.5,7.0,29.1226190476,0.8125,0.0,98.0,0.0
20.666666666666668,69.44444444444444,46.570684444444446,758.7555555555556,12.0,3.111111111111111,104.33333333333331,2.747777777777778,1.7777777777777777,2.6666666666666665,0.8888888888888888,0.0,5.333333333333333,0.2222222222222222,1.3333333333333333,1.3333333333333333,0.0,2.888888888888889,17.175555555555558,0.0,0.0,84.33333333333333,2.6629
71.75,41.0,178.95,710.41,7.25,6.0,168.5,1.5125,2.0,0.0,5.25,7.0,14.25,0.0,0.0,2.25,0.0,2.25,37.30441810345,0.0,0.0,195.5,0.0
50.75,56.75,119.5351625,746.665,9.75,5.25,158.75,1.55,2.0,0.0,7.5,0.75,10.25,,0.0,0.0,2.75,2.75,23.54,0.0,0.0,194.0,0.0
5.588235294117647,19.11764705882353,11.916176470588235,743.8805882352942,4.0588235294117645,2.235294117647059,124.0,1.1964705882352942,1.2352941176470589,0.4705882352941176,0.0,0.0,1.7058823529411764,0.7647058823529411,0.9411764705882352,0.0,0.0,1.7058823529411764,17.498431372523527,0.1818823529411764,0.0,228.52941176470588,0.0
42.5,52.75,100.5782875,732.365,9.0,4.75,163.5,1.7824999999999998,1.75,2.0,5.0,2.25,11.0,0.25,1.0,0.0,1.25,2.5,43.574791666675,0.3995,0.0,112.75,2.01
44.0,32.6,104.2828,762.728,6.0,4.8,158.4,1.4,2.0,0.0,4.0,5.6,11.6,0.0,0.0,0.0,0.0,0.0,32.757034482760005,0.0,0.0,201.4,0.0
14.0,78.0,28.584506,811.15,,3.0,116.5,1.8975,2.0,2.0,0.0,0.0,4.0,0.0,2.5,0.0,0.0,2.5,22.1176190476,1.00575,0.0,106.25,1.3714000000000004
21.0,38.0,46.11178464,797.3775,7.0,3.5,145.75,1.485,1.25,0.75,5.0,0.0,7.0,0.75,0.75,0.0,0.0,1.5,22.93291666665,0.0,0.0,212.25,0.7429000000000001
25.2,81.0,55.051,840.906,14.4,3.6,114.8,2.39,1.6,2.8,4.0,0.0,8.4,0.0,2.0,0.0,0.0,2.0,22.955125,1.3978,0.0,132.0,1.3728
21.0,68.5,46.3315,840.8050000000001,4.5,3.5,141.75,1.405,2.0,0.0,2.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,22.04125,0.0,0.0,194.0,0.0
54.0,46.0,127.862825,816.875,8.0,5.5,172.5,1.455,2.0,0.5,5.0,1.5,9.0,0.0,2.5,0.0,5.5,8.0,29.9675,0.0,0.0,166.5,0.0
27.5,78.75,,819.81,14.0,3.75,123.25,2.1525,1.75,2.25,7.5,0.0,11.5,0.25,2.25,0.0,0.0,2.5,19.8475,0.3995,0.0,119.5,0.8932000000000002
36.4,79.8,89.08563999999998,814.202,14.0,3.6,97.6,2.97,2.0,2.8,3.2,5.6,13.6,0.0,2.0,0.8,0.0,2.8,13.903,0.0,0.0,91.0,0.0
15.6,61.4,36.6729528,849.22,7.2,2.8,109.8,2.022,2.0,1.2,0.0,0.0,3.2,0.0,1.2,0.0,0.0,1.2,21.7815,2.5748,0.0,201.0,1.2393
16.5,78.0,35.8999265,851.5,,3.0,107.5,1.99,2.0,2.0,2.5,0.0,6.5,0.0,2.5,0.0,0.0,2.5,19.0088690476,0.90825,0.0,105.75,0.9116
29.0,61.8,64.82206,808.0139999999999,11.0,4.0,141.4,1.944,1.4,1.6,8.0,0.0,11.0,0.6,0.8,0.0,0.0,1.4,29.417333333340004,0.3196,0.0,141.4,0.0
44.0,49.8,105.69612,831.9560000000001,8.8,,163.6,1.624,1.4,1.6,5.8,2.8,11.6,0.6,0.8,0.2,0.0,1.6,46.152,0.1856,0.0,197.4,0.9854000000000004
21.75,16.5,53.97675,850.6175000000001,3.25,3.0,130.0,1.305,1.0,0.0,2.25,3.5,6.75,1.0,0.0,0.25,0.0,1.25,16.199999999975,0.0,0.0,228.0,0.0
6.8,73.2,14.0685528,833.82,7.2,2.2,95.0,2.1060000000000003,2.0,1.2,0.0,0.0,3.2,0.0,1.2,0.0,0.0,1.2,13.641500000000002,2.5748,0.0,194.0,4.073000000000001
60.0,61.25,148.186,790.41,7.25,5.25,148.5,1.6375,2.0,0.0,5.0,10.0,17.0,0.0,0.0,0.0,0.5,0.5,25.98754310345,0.0,0.0,180.0,0.0
16.5,62.25,35.125178,820.3425,11.5,3.0,108.5,2.535,1.75,2.0,2.75,0.0,6.5,0.25,1.0,2.25,0.0,3.5,12.87875,0.0,1.5875e-06,110.75,2.3793
25.33333333333333,76.0,56.122508,820.8833333333333,13.333333333333334,3.6666666666666665,117.66666666666669,2.1933333333333334,1.3333333333333333,2.0,3.333333333333333,0.0,6.666666666666667,0.0,2.0,0.0,0.0,2.0,19.850158730133334,1.0833333333333333,0.0,76.33333333333333,0.4060999999999994
61.5,45.0,150.9395,817.16,7.25,5.5,158.0,1.555,2.0,0.0,5.0,9.5,16.5,0.0,0.0,0.0,1.0,1.0,29.87129310345,0.0,0.0,187.75,0.0
52.66666666666666,54.333333333333336,125.06066666666668,844.48,9.0,5.333333333333333,162.0,1.5166666666666666,2.0,0.0,6.666666666666667,2.0,10.666666666666666,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,24.07333333333333,0.0,0.0,184.66666666666663,0.0
6.0,77.0,12.505791,807.4,9.0,2.0,81.0,2.505,2.0,,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,8.4975,0.0,0.0,103.0,7.463099999999999
48.8,61.4,120.0674,809.4440000000001,6.8,4.8,157.8,1.634,2.0,0.8,4.0,5.6,12.4,0.0,1.6,0.0,0.0,1.6,33.118,,0.0,213.4,0.0
27.5,69.16666666666667,64.86458,800.5333333333333,12.0,3.333333333333333,105.83333333333331,2.733333333333333,2.0,2.6666666666666665,0.5,3.0,8.166666666666666,0.0,1.3333333333333333,1.1666666666666667,1.6666666666666667,4.166666666666667,14.891666666666667,0.0,0.0,78.5,3.95
56.0,38.75,139.358075,803.6725,5.0,5.0,161.75,1.28,1.75,0.25,2.5,10.5,15.0,0.25,1.25,0.0,0.0,1.5,27.935833333325,0.0,0.0,218.25,0.0
55.2,78.4,134.62132,794.01,13.6,5.0,133.8,2.108,1.6,2.0,10.0,5.6,19.2,0.0,2.8,0.0,0.0,2.8,24.014000000000003,0.3196,0.0,128.2,0.0
65.75,58.5,165.0179,850.0,7.75,5.5,161.5,1.4125,2.0,0.5,5.25,7.0,14.75,0.0,2.5,2.25,0.0,4.75,30.305625,0.0,0.0,201.75,0.0
17.333333333333332,69.66666666666667,36.60484133333333,858.5333333333333,11.333333333333334,3.333333333333333,124.66666666666669,1.9733333333333332,2.0,2.0,0.6666666666666666,0.0,4.666666666666667,0.0,,2.6666666666666665,0.0,4.666666666666667,20.61015873013333,1.0833333333333333,7.5111111111e-06,66.0,0.0
34.75,40.5,77.93641249999999,926.09,7.25,4.5,155.75,1.3575,2.0,0.0,5.0,0.75,7.75,0.0,0.0,0.0,2.75,2.75,25.34125,0.0,0.0,201.75,0.0
63.0,57.0,154.672,869.3225,8.0,5.5,160.5,1.625,2.0,0.5,5.0,10.5,18.0,0.0,1.0,0.0,0.0,1.0,27.5775,0.0,0.0,217.25,0.0
32.285714285714285,41.0,73.76037142857145,919.2571428571428,7.714285714285714,4.285714285714286,154.85714285714286,1.657142857142857,2.0,1.4285714285714286,2.857142857142857,0.0,6.285714285714286,0.0,1.1428571428571428,0.0,0.0,1.1428571428571428,38.625,0.0,0.0,177.71428571428572,1.2166
37.16666666666666,65.5,87.57688333333333,930.735,11.5,4.166666666666667,131.66666666666666,2.186666666666667,1.5,2.0,3.0,4.666666666666667,11.166666666666666,0.5,1.0,0.3333333333333333,0.0,1.8333333333333333,30.084548611116663,1.101,0.0,148.16666666666666,1.3468999999999998
46.5,47.0,108.672,893.8399999999999,7.5,5.0,160.0,1.4175,2.0,0.0,5.0,3.5,10.5,0.0,0.0,0.0,3.5,3.5,25.21,0.0,0.0,211.5,0.0
8.4,61.0,17.2231528,872.22,7.2,2.4,102.0,2.044,2.0,1.2,0.0,0.0,3.2,0.0,1.2,0.0,0.0,1.2,16.6175,2.5748,0.0,200.2,2.4433
53.5,43.5,126.659325,899.11,7.5,5.5,173.5,1.41,2.0,0.0,5.0,1.5,8.5,0.0,0.0,0.0,5.5,5.5,27.585,0.0,0.0,194.0,0.0
33.25,39.5,77.211075,932.5,4.75,4.25,159.5,1.2325,2.0,0.25,2.5,3.5,8.25,,1.25,0.0,0.0,1.25,31.335,0.0,0.0,209.5,0.0
17.25,71.75,36.885225,,12.25,3.0,100.75,2.61,1.5,2.0,3.75,0.0,7.25,0.5,1.0,1.25,0.0,2.75,10.1175,0.0,0.0,119.5,1.6568999999999998
41.333333333333336,61.0,98.27195555555556,922.5066666666668,10.666666666666666,4.444444444444445,140.88888888888889,2.088888888888889,1.4444444444444444,1.7777777777777777,3.0,4.666666666666667,10.88888888888889,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,1.7777777777777777,36.62805555555556,0.9786666666666668,0.0,157.0,1.4918
46.25,51.25,110.72394232,900.1775,8.75,4.75,147.5,1.6475,1.5,0.0,7.25,3.5,12.25,0.5,0.0,0.25,0.0,0.75,20.813333333325,0.0,0.0,210.5,0.0
43.71428571428572,86.71428571428571,104.6976,897.4342857142857,15.428571428571429,4.571428571428571,130.0,2.11,2.0,3.4285714285714284,10.0,0.0,15.428571428571429,0.0,2.571428571428572,0.0,0.0,2.571428571428572,29.48690476188571,0.3198571428571428,0.0,166.42857142857142,0.7328000000000001
69.0,44.5,171.644385,885.0,8.0,6.0,176.0,1.36,2.0,0.5,5.5,7.0,15.0,0.0,2.5,4.5,0.0,7.0,31.90375,0.0,0.0,194.0,0.0
25.0,38.0,52.729,903.84,7.0,4.0,149.0,1.325,2.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,25.865,0.0,0.0,209.5,0.0
36.4,63.0,83.58604,913.072,11.2,4.4,139.4,1.7100000000000002,2.0,1.2,8.0,0.0,11.2,0.0,1.2,0.0,0.0,1.2,27.172000000000004,0.0,0.0,189.8,0.2974000000000001
22.5,29.75,53.755375,921.595,4.75,3.25,138.5,1.2799999999999998,1.5,0.5,0.0,3.5,5.5,0.5,1.0,0.0,0.0,1.5,21.93666666665,0.19325,0.0,227.5,0.0
26.5,54.0,61.64535,936.775,9.0,3.5,123.25,2.095,2.0,1.5,0.5,3.5,7.5,0.0,1.5,2.0,0.0,3.5,22.376875,3.2185,0.0,201.75,0.6364999999999998
14.0,46.5,29.481306,938.525,9.0,3.0,120.5,2.2,2.0,1.5,0.5,0.0,4.0,0.0,1.5,4.5,0.0,6.0,18.501875,3.2185,3.175e-06,194.0,0.3250000000000002
24.6,59.2,53.49283799999999,925.036,10.2,3.8,136.4,1.948,1.8,1.6,2.8,0.0,6.2,0.2,0.8,1.2,0.0,2.2,32.55725,0.8808,0.61938848,151.4,0.0
8.4,49.0,17.200727712,938.168,9.2,2.4,110.0,2.098,1.6,1.6,0.0,0.0,3.2,0.4,2.0,0.0,0.0,2.4,18.73283333332,3.474,0.0,208.0,3.0415
56.8,62.4,137.70819999999998,911.328,10.8,5.4,153.6,1.81,1.8,1.2,7.8,2.8,13.6,0.2,2.4,0.2,0.0,2.8,35.693,0.0,0.0,175.4,0.0
37.0,65.0,85.7822,941.12,11.333333333333334,4.333333333333333,140.66666666666666,1.9766666666666663,2.0,2.333333333333333,3.333333333333333,,9.666666666666666,0.0,1.6666666666666667,0.0,2.6666666666666665,4.333333333333333,27.06395833333333,0.734,0.0,134.0,0.3589000000000002
27.142857142857142,40.71428571428572,59.97591428571428,903.1942857142856,7.714285714285714,4.0,149.71428571428572,1.6485714285714284,2.0,1.4285714285714286,2.857142857142857,0.0,6.285714285714286,0.0,1.1428571428571428,0.0,0.0,1.1428571428571428,31.900714285714287,0.0,0.0,177.71428571428572,0.9288999999999996
47.75,49.5,112.2035,962.59,7.5,5.0,157.5,1.42875,2.0,0.0,5.0,4.75,11.75,0.0,0.0,0.0,2.25,2.25,23.970625,0.0,0.0,201.75,0.0
56.5,78.16666666666667,138.57188333333332,1023.6333333333332,13.5,5.0,129.5,2.305,1.6666666666666667,2.1666666666666665,9.666666666666666,7.0,20.5,0.3333333333333333,1.8333333333333333,0.3333333333333333,0.0,2.5,22.451666666666668,0.3995,0.0,114.33333333333331,0.6746999999999996
36.75,55.0,84.5082125,977.61,7.25,4.5,154.75,1.4775,2.0,0.0,5.25,0.0,7.25,0.0,0.0,2.25,0.0,2.25,23.56125,0.0,0.0,194.0,0.0
50.0,82.33333333333333,121.53733333333334,956.8833333333332,14.0,5.0,144.16666666666666,1.971666666666667,2.0,3.333333333333333,8.666666666666666,0.0,14.0,0.0,,1.3333333333333333,0.0,3.0,32.83527777775,0.3866666666666667,0.0,159.0,0.0777000000000001
31.666666666666668,78.0,70.83946666666667,1006.7133333333333,13.666666666666666,4.0,122.66666666666669,2.18,2.0,2.333333333333333,6.0,0.0,10.333333333333334,0.0,1.6666666666666667,0.6666666666666666,0.0,2.333333333333333,22.555625,0.734,0.1984649,153.66666666666666,0.0
56.25,50.5,134.70208,975.125,8.0,5.5,169.25,1.4825,2.0,0.5,5.0,3.75,,0.0,2.5,0.0,3.25,5.75,28.515833333325,0.0,0.0,166.5,0.0
57.0,52.0,136.81375,993.625,8.0,5.5,167.75,1.4925000000000002,2.0,0.5,5.0,4.5,12.0,0.0,2.5,0.0,2.5,5.0,28.08375,0.0,0.0,159.5,0.0
34.0,67.25,75.64,976.5225,11.5,4.25,126.25,1.7875,1.5,0.0,10.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,14.072500000000002,0.0,0.0,201.75,0.0
45.66666666666666,53.0,107.45733333333334,977.95,9.333333333333334,5.0,158.33333333333334,1.66,1.6666666666666667,0.6666666666666666,7.0,0.3333333333333333,9.666666666666666,0.3333333333333333,1.3333333333333333,3.0,4.333333333333333,9.0,27.19833333333333,0.0,0.0,186.66666666666663,0.0
56.75,51.5,136.23158,987.875,8.0,5.5,168.5,1.49,2.0,0.5,5.0,4.25,11.75,0.0,2.5,0.0,2.75,5.25,28.120833333325,0.0,0.0,159.5,0.0
36.66666666666666,72.66666666666667,82.60046666666666,952.74,12.666666666666666,4.333333333333333,131.66666666666666,2.1466666666666665,1.3333333333333333,1.3333333333333333,6.666666666666667,0.0,9.333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,19.482291666666665,0.734,0.0,173.33333333333334,1.3874
16.4,37.2,32.863780000000006,1017.36,7.2,3.4,141.0,1.668,2.0,1.2,0.0,0.0,3.2,0.0,1.2,0.0,0.0,1.2,28.571,0.1546,0.0,182.8,0.1866000000000003
42.0,84.5,100.12,967.03,15.0,4.5,129.0,2.055,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,28.88416666665,0.4235,0.0,188.5,0.8215000000000003
54.5,50.0,130.93800000000002,987.39,9.0,5.5,171.5,1.585,2.0,1.5,5.5,0.5,9.5,0.0,1.5,4.5,6.5,12.5,34.4,0.0,0.0,180.0,0.0
55.5,53.5,134.253825,963.33,9.5,5.5,170.5,1.615,2.0,2.0,5.0,1.5,10.5,0.0,1.0,0.0,5.5,6.5,35.21916666665,,0.0,173.0,0.0
70.66666666666667,78.0,174.7936,972.2833333333332,13.333333333333334,5.666666666666667,145.0,2.08,1.3333333333333333,2.0,10.0,9.333333333333334,22.666666666666668,0.0,2.0,0.0,0.0,2.0,26.77,0.0,0.0,83.0,0.0
63.25,48.0,154.378575,965.305,7.75,5.75,171.25,1.4125,2.0,0.25,5.0,6.5,13.75,0.0,1.25,0.0,4.0,5.25,28.21625,0.0,0.0,180.0,0.0
10.0,69.0,20.01738,1020.48,12.8,2.4,90.0,2.774,2.0,2.8,0.0,0.0,4.8,0.0,2.0,0.0,0.0,2.0,14.145,0.8992000000000001,0.0,91.0,5.050000000000001
31.25,60.25,72.0397905,1012.525,10.5,4.0,130.75,2.2375,1.75,1.75,2.0,0.25,5.75,0.25,1.25,3.0,3.25,7.75,20.606309523800004,0.40625,0.0,100.5,0.0
21.2,59.0,43.8824648,1041.12,10.4,3.6,127.6,1.84,2.0,1.2,3.2,0.0,6.4,0.0,1.2,0.8,0.0,2.0,20.71009523808,0.65,0.23815788,135.8,0.0
43.75,60.75,102.69908,1045.2175,9.75,4.75,143.75,1.7625,1.5,0.5,7.5,2.75,12.25,0.0,2.5,0.0,0.75,3.25,20.714583333325,0.0,0.0,136.75,0.0
40.5,77.0,95.573,1040.215,13.5,4.5,135.0,2.0,1.5,2.0,10.0,0.0,13.5,0.5,1.0,0.0,0.0,1.5,22.91666666665,0.232,0.0,188.5,0.0
