Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,formation_energy_per_atom
26.88888888888889,70.11111111111111,63.876146999999996,329.50888888888886,12.666666666666666,3.3333333333333335,107.33333333333333,3.082222222222222,1.6666666666666667,3.3333333333333335,1.0,1.5555555555555556,7.555555555555555,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,1.1111111111111112,33.86611111111111,1.3133333333333335,0.0,85.88888888888889,-2.4824724958891187
12.666666666666666,30.666666666666668,26.01484618666667,376.7,6.0,3.0,145.66666666666666,1.4800000000000002,1.3333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,28.09118055553333,0.734,0.0,176.0,-1.2916454110416666
16.25,86.125,35.7238024,355.21625,15.5,2.625,75.375,3.46625,1.75,3.75,2.5,0.0,8.0,0.0,0.75,0.0,0.0,0.75,10.826875,1.4775,0.0,63.625,-2.0042110652675
9.5,78.0,20.82046,397.42333333333335,1.8333333333333333,2.0,73.08333333333333,1.9116666666666668,1.3333333333333333,0.0,0.5,0.0,1.8333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,14.418333333333335,5.235333333333333,0.17588856666666666,199.83333333333334,-0.4729333696355553
10.0,90.0,20.815822559999997,380.2,16.4,2.2,67.8,3.564,2.0,4.4,0.0,0.0,6.4,0.0,1.6,0.0,0.0,1.6,11.854,1.7306000000000001,0.0,57.4,-3.4980037819519993
23.5,78.25,53.02584999999999,330.965,14.0,3.25,100.75,2.4225,2.0,2.0,5.0,0.0,9.0,0.0,2.5,0.0,0.0,2.5,19.195625,3.2185,0.0,180.75,-0.15611605556499963
39.333333333333336,86.66666666666667,90.73966666666666,375.27333333333337,15.333333333333334,4.333333333333333,128.0,2.5366666666666666,2.0,3.3333333333333335,10.0,0.0,15.333333333333334,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,26.151666666666667,0.9713333333333334,0.0,107.33333333333333,-0.8881012500000001
50.4,33.6,122.33646494000001,459.38,6.0,5.2,186.8,1.67,1.2,0.8,2.0,2.8,6.8,0.8,0.4,0.0,0.0,1.2,74.62,0.0,0.0,184.8,-0.8767532350086207
20.25,19.0,45.34507696,426.70750000000004,3.75,3.5,160.5,1.12,1.25,0.0,2.5,0.0,3.75,0.75,0.0,0.0,0.0,0.75,26.806249999975,0.0,0.0,220.25,-0.0501144887499998
12.0,59.75,25.62145,480.265,11.0,2.5,98.0,2.44,1.5,2.0,2.5,0.0,6.0,0.5,1.0,0.0,0.0,1.5,11.468333333324999,0.0,0.0,119.5,-1.4582291822916664
14.545454545454545,39.36363636363637,30.143510516363634,406.48545454545456,7.454545454545454,3.090909090909091,139.8181818181818,1.5954545454545455,1.4545454545454546,1.4545454545454546,0.9090909090909091,0.0,3.8181818181818183,0.5454545454545454,0.7272727272727273,0.0,0.0,1.2727272727272727,26.597045454527276,0.8007272727272727,0.0,168.0,-1.2877726406818184
51.0,85.5,120.861235,408.3,15.0,5.0,140.5,2.22,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,33.6375,0.531,0.0,101.5,-0.4663510175000001
13.875,85.625,30.1501149,435.125,14.125,2.5,78.125,3.43375,1.875,3.75,1.0,0.0,6.625,0.125,0.75,0.25,0.0,1.125,11.846875,1.4775,0.0,63.625,-2.594822905059167
21.0,62.75,46.70035,436.54499999999996,11.5,3.25,114.25,2.26,2.0,2.0,2.5,0.0,6.5,0.0,2.5,0.0,0.0,2.5,25.148125,3.2185,0.0,188.5,-0.6308218068149998
22.8,87.0,54.21552256,451.08000000000004,15.6,2.8,72.8,3.6399999999999997,1.8,4.0,1.8,2.8,10.4,0.2,0.8,0.2,0.0,1.2,10.77,1.576,0.0,57.0,-1.5934344259520004
28.0,48.5,66.922735,420.27,9.0,3.5,133.5,1.82,1.5,2.5,5.0,0.0,9.0,0.5,0.5,0.0,0.0,1.0,29.804166666649998,0.531,0.0,146.5,-1.2328133883333334
28.22222222222222,70.55555555555556,64.30417777777777,410.65777777777777,12.666666666666666,3.7777777777777777,132.0,2.5422222222222226,1.6666666666666667,3.3333333333333335,1.0,1.5555555555555556,7.555555555555555,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,1.1111111111111112,38.16111111111111,1.662,0.0,118.55555555555556,-1.6228415682844444
16.0,84.33333333333333,34.8796,440.3333333333333,15.333333333333334,2.6666666666666665,84.0,2.9633333333333334,2.0,3.3333333333333335,3.3333333333333335,0.0,8.666666666666666,0.0,2.6666666666666665,0.0,0.0,2.6666666666666665,13.738333333333335,0.12766666666666668,0.0,83.0,-2.0890808675
60.5,93.5,147.4234525,426.23750000000007,16.5,5.25,141.25,2.5,2.0,4.5,10.0,3.5,20.0,0.0,1.5,0.0,0.0,1.5,40.49875,0.7965,0.0,51.0,-0.48303016499999973
13.0,64.16666666666667,28.640077133333335,411.115,12.0,2.5,91.0,3.02,1.8333333333333333,3.3333333333333335,0.16666666666666666,0.0,5.333333333333333,0.16666666666666666,0.6666666666666666,1.5,0.0,2.3333333333333335,14.631388888883334,1.3133333333333332,0.0,80.5,-4.05947384496
46.6,60.8,108.94796,406.29200000000003,10.6,5.0,157.6,1.588,1.8,0.8,8.0,0.0,10.6,0.2,4.0,0.0,0.0,4.2,37.552499999999995,0.0,0.0,157.0,-0.11256620350000013
16.0,40.833333333333336,34.80605130666667,409.5233333333333,7.666666666666667,3.0,129.16666666666666,1.9333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,4.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,20.378333333316665,0.0,0.0,156.0,-1.2799918868055553
39.5,80.625,95.9735275,415.48125,14.25,3.875,111.625,2.70875,2.0,3.375,3.75,4.625,13.75,0.0,1.875,0.0,0.625,2.5,22.133958333337503,0.13275,0.0,41.25,-2.2849017975
27.7,76.3,65.78153191999999,470.753,13.5,3.3,98.9,3.0100000000000002,1.8,3.2,2.5,2.8,10.3,0.2,1.6,0.5,0.0,2.3,20.08616666667,1.182,0.0,93.6,-2.5907599270139996
56.75,38.25,140.37419232,459.87749999999994,6.75,5.25,161.25,1.455,1.75,0.0,5.0,7.0,13.75,0.25,0.0,0.0,0.0,0.25,35.827126436775,0.0,0.0,197.5,-0.40526429375000006
7.466666666666667,38.266666666666666,16.183226666666666,405.7546666666667,7.2,2.2,106.33333333333333,1.9873333333333334,1.4666666666666666,1.6,0.13333333333333333,0.0,3.2,0.5333333333333333,0.8,0.5333333333333333,0.0,1.8666666666666667,14.038111111093333,0.0,0.0,139.86666666666667,-2.4689436000555554
17.0,41.166666666666664,35.473283333333335,412.8266666666666,7.666666666666667,3.3333333333333335,145.5,1.873333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,4.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,41.43333333335,0.0,0.0,156.0,-1.303372488791667
23.2,69.4,50.104040000000005,511.052,12.4,3.6,130.0,2.442,1.8,3.0,1.6,0.0,6.4,0.2,0.6,0.4,0.0,1.2,34.907,1.4957999999999998,0.11907894000000001,129.2,-1.539950743456
19.333333333333332,54.333333333333336,41.26923333333333,493.65333333333336,10.0,3.3333333333333335,123.0,1.95,2.0,1.3333333333333333,3.3333333333333335,0.0,6.666666666666667,0.0,2.6666666666666665,0.0,0.0,2.6666666666666665,23.798750000000002,2.1456666666666666,0.0,161.0,-0.8531143574599996
28.857142857142858,62.142857142857146,65.65985768571429,495.6542857142857,10.857142857142858,4.0,147.85714285714286,2.2685714285714287,1.5714285714285714,2.857142857142857,0.7142857142857143,0.0,5.142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.0,1.7142857142857142,48.67285714285714,1.4245714285714286,0.0,134.71428571428572,-1.9038725312717244
8.0,34.90909090909091,17.602981818181817,533.6672727272727,6.545454545454546,2.272727272727273,109.63636363636364,1.8363636363636362,1.3636363636363635,1.0909090909090908,0.45454545454545453,0.0,2.909090909090909,0.6363636363636364,1.0909090909090908,0.45454545454545453,0.0,2.1818181818181817,15.847727272709092,2.340727272727273,0.0,216.27272727272728,-0.8681339467745449
21.0,64.4,48.052648999999995,536.6800000000001,11.4,3.2,110.4,2.552,2.0,2.4,1.0,0.0,5.4,0.0,1.2,1.0,0.0,2.2,20.27851724138,0.0,6.2024137931e-05,96.4,-2.493980114373035
34.333333333333336,67.0,80.04846666666667,538.1999999999999,12.0,4.0,129.0,2.513333333333333,2.0,3.0,3.3333333333333335,1.3333333333333333,9.666666666666666,0.0,1.0,0.0,3.3333333333333335,4.333333333333333,24.465000000000003,0.4856666666666667,0.0,90.0,-3.110905020416667
12.11111111111111,74.33333333333333,25.846824355555555,488.52111111111117,13.222222222222221,2.4444444444444446,81.55555555555556,3.1688888888888886,1.8888888888888888,3.3333333333333335,1.3333333333333333,0.0,6.555555555555555,0.1111111111111111,0.6666666666666666,0.8888888888888888,0.0,1.6666666666666667,10.699814814811113,1.3133333333333335,0.4690361777777778,86.33333333333333,-2.88047984708963
30.666666666666668,52.0,69.77846666666667,534.0633333333334,9.333333333333334,4.0,143.66666666666666,2.063333333333333,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,38.719166666666666,0.0,0.0,155.33333333333334,-1.0082516248611106
27.333333333333332,64.66666666666667,63.32295773333334,544.9533333333334,12.0,3.6666666666666665,123.0,2.5533333333333332,2.0,3.0,0.3333333333333333,0.0,5.333333333333333,0.0,1.0,3.0,0.0,4.0,24.130625,1.3906666666666665,0.0,93.0,-3.4838299747716674
33.333333333333336,52.0,75.68866666666666,551.94,9.333333333333334,4.333333333333333,146.33333333333334,1.5233333333333334,2.0,0.6666666666666666,6.666666666666667,0.0,9.333333333333334,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,30.64833333333333,0.0,0.0,117.66666666666667,-0.500137495555555
11.666666666666666,51.166666666666664,25.517366666666664,533.2966666666667,9.0,2.5,104.83333333333333,2.268333333333333,1.6666666666666667,2.0,0.3333333333333333,0.0,4.0,0.3333333333333333,1.0,1.3333333333333333,0.0,2.6666666666666665,13.949444444433333,0.0,0.0,114.66666666666667,-3.0478515186805546
13.75,59.25,28.42049232,552.1175,10.75,2.75,105.5,2.4299999999999997,1.75,2.0,2.0,0.0,5.75,0.25,1.0,0.5,0.0,1.75,14.443333333325,0.0,0.148848675,119.5,-1.252468430625001
13.8,65.6,29.40700192,536.006,11.4,2.8,105.4,2.8779999999999997,1.8,3.0,0.6,0.0,5.4,0.2,0.6,1.4,0.0,2.2,23.04783333334,1.182,0.0,100.6,-3.0587568023139995
22.75,21.0,57.00575,490.41999999999996,4.25,3.0,132.5,1.3175,1.25,0.5,2.5,3.5,7.75,0.75,1.0,0.0,0.0,1.75,19.472499999975,0.0,0.0,228.0,-0.32713792249999996
24.666666666666668,31.333333333333332,57.87976666666666,504.29333333333335,6.0,3.6666666666666665,156.33333333333334,1.3,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,41.48777777776666,0.15466666666666667,0.0,203.33333333333334,-1.0755155398888885
42.0,38.5,105.66215,515.345,7.0,4.0,136.5,1.3,1.5,0.5,5.0,7.0,14.0,0.5,2.5,0.0,0.0,3.0,21.75166666665,0.0,0.0,211.5,-0.23008477833333352
46.666666666666664,76.33333333333333,110.954,541.1999999999999,12.333333333333334,4.666666666666667,142.33333333333334,2.393333333333333,2.0,3.3333333333333335,6.666666666666667,4.666666666666667,16.666666666666668,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,31.026666666666667,0.9713333333333334,0.0,117.66666666666667,-2.101276468888889
18.5,47.25,40.605627999999996,559.015,9.0,3.25,130.5,2.265,1.75,2.0,0.25,0.0,4.0,0.25,1.0,2.25,0.0,3.5,32.791875,0.0,1.5875e-06,111.75,-3.0082232487500002
13.714285714285714,57.42857142857143,29.419591222857143,550.9914285714285,10.285714285714286,2.7142857142857144,107.14285714285714,2.54,1.5714285714285714,2.2857142857142856,0.7142857142857143,0.0,4.571428571428571,0.42857142857142855,1.1428571428571428,0.7142857142857143,0.0,2.2857142857142856,15.799523809514286,0.0,0.0,105.0,-2.213871205714285
22.714285714285715,81.42857142857143,51.779377857142855,506.53714285714284,14.428571428571429,3.142857142857143,97.28571428571429,2.7728571428571427,2.0,3.142857142857143,3.5714285714285716,0.0,8.714285714285714,0.0,2.0,0.7142857142857143,0.0,2.7142857142857144,15.718226600985714,0.0,4.4302955665e-05,85.28571428571429,-1.862859817587881
29.2,62.6,66.0069048,603.992,11.2,4.0,134.6,1.714,2.0,1.2,4.0,0.0,7.2,0.0,1.2,0.0,0.0,1.2,27.330095238080002,0.65,0.0,124.2,-0.6484840714285713
25.25,61.75,58.217949999999995,616.8425,11.25,3.5,119.75,2.4175,1.75,2.0,2.5,0.0,6.25,0.25,1.0,0.0,0.0,1.25,23.2175,0.0,0.0,119.5,-1.9996133718749998
11.777777777777779,82.77777777777777,27.209737777777775,581.7844444444444,2.0,2.0,68.0,2.002222222222222,1.3333333333333333,0.0,0.6666666666666666,1.5555555555555556,3.5555555555555554,0.6666666666666666,0.0,0.4444444444444444,0.0,1.1111111111111112,11.062222222222223,5.235333333333333,0.0,194.0,-0.4274049653762957
28.333333333333332,66.66666666666667,65.10180106666667,578.62,12.0,3.6666666666666665,121.0,2.5666666666666664,2.0,3.0,0.0,1.3333333333333333,6.333333333333333,0.0,1.0,0.0,3.3333333333333335,4.333333333333333,23.434791666666666,1.3906666666666665,0.0,93.0,-3.377300181438334
67.25,58.25,164.64775,608.965,9.75,5.75,151.75,1.71125,2.0,0.0,7.5,8.25,17.75,0.0,0.0,0.0,2.25,2.25,25.953168103450004,0.0,0.0,180.0,-0.41376692437499996
12.0,46.75,24.98612032,573.6175,9.0,2.75,117.0,2.2925,1.75,2.0,0.25,0.0,4.0,0.25,1.0,2.25,0.0,3.5,17.422083333325,0.0,1.5875e-06,111.75,-3.2057812056249997
24.823529411764707,60.1764705882353,57.22626176470588,609.7358823529412,11.058823529411764,3.4705882352941178,120.0,2.4376470588235293,1.8235294117647058,2.1176470588235294,1.8235294117647058,0.0,5.764705882352941,0.17647058823529413,1.0588235294117647,0.5294117647058824,0.0,1.7647058823529411,23.64,0.0,0.0,111.3529411764706,-2.390141949681373
11.6,69.2,23.23234,593.28,12.8,2.6,97.0,2.644,2.0,2.8,0.0,0.0,4.8,0.0,2.0,0.0,0.0,2.0,17.105,0.15460000000000002,0.0,97.6,-3.4588165484166664
15.6,63.2,33.797593856000006,593.054,11.2,2.8,102.2,2.63,1.8,2.4,1.0,0.0,5.2,0.2,1.2,1.0,0.0,2.4,14.168666666659998,0.0,0.0,91.8,-1.98713690975
25.75,49.25,57.840442319999994,610.3975,9.0,3.75,144.25,1.8075,1.75,2.0,0.0,1.0,4.75,0.25,1.0,0.0,2.5,3.75,28.906770833324998,1.101,0.0,140.75,-2.1232079078125006
39.333333333333336,52.666666666666664,91.08976666666666,611.51,9.333333333333334,4.666666666666667,162.0,1.5199999999999998,1.6666666666666667,1.0,6.666666666666667,0.0,9.333333333333334,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333,41.38722222223333,0.0,0.0,196.33333333333334,-0.4018611176666666
20.4,62.6,46.638439999999996,621.08,10.8,3.2,114.6,2.55,2.0,2.4,0.4,0.0,4.8,0.0,1.2,1.6,0.0,2.8,21.519,0.0,4.50666666666e-06,91.8,-3.5015029667499995
22.8,66.0,52.190728,602.171,11.8,3.2,107.8,2.585,2.0,2.5,1.3,1.4,7.2,0.0,1.7,0.7,0.0,2.4,20.00675,0.0,0.0,81.5,-3.186978257083333
11.904761904761905,60.333333333333336,24.91842272,564.0990476190476,10.285714285714286,2.6666666666666665,107.42857142857143,2.5095238095238095,1.8095238095238095,2.2857142857142856,0.47619047619047616,0.0,4.571428571428571,0.19047619047619047,1.1428571428571428,1.9047619047619047,0.0,3.238095238095238,14.746825396819046,0.0,5.365079365071429e-06,96.66666666666667,-3.1217574550000005
14.5,77.75,30.63158465,600.2099999999999,14.0,2.75,96.25,2.5975,1.75,2.25,2.5,0.0,6.5,0.25,2.25,0.0,0.0,2.5,11.440000000000001,0.0,0.0,118.5,-2.4248198206250002
25.25,61.75,56.87175,598.6325,11.25,3.5,118.0,2.44,1.75,2.0,2.5,0.0,6.25,0.25,1.0,0.0,0.0,1.25,22.192500000000003,0.0,0.0,118.5,-1.8371043068749993
34.25,67.25,82.737549,589.975,12.0,4.0,129.25,1.9875,2.0,2.25,0.25,0.75,5.25,0.0,2.25,2.25,2.75,7.25,21.933928571400003,1.21875,0.0,17.25,-0.6106854251785707
38.5,41.25,93.03070964,555.63,7.5,4.25,154.0,1.3825,1.5,1.0,5.0,3.5,11.0,0.5,2.0,0.0,0.0,2.5,29.23916666665,0.0,0.0,204.5,-0.3207781337500002
41.0,79.5,95.7415,603.345,14.0,4.5,130.5,1.93,2.0,2.0,10.0,0.0,14.0,0.0,4.0,0.0,0.0,4.0,25.208750000000002,0.0,0.0,115.0,-0.15657794749999976
